#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4871.35721195338      All      -0.210340068730002         0.7158163547149599         0.07283895695222058       0.3049300848688652         
Zeropoint     AB|DECam|DECam_z          6935.131746356593     All      0.6991933142690577         -0.04667303873588935       0.39779233314189905       -0.2252015646138459        
Zeropoint     AB|DECam|DECam_g          3665.2256775425594    All      -0.5640592779335694        0.3016473031372868         -0.054100993666725154     0.27957483548485823        
Zeropoint     AB|DECam|DECam_i          5918.090568321486     All      1.0664859759213887         0.029848340716398525       -0.41413194810164716      -0.3561477889559987        
Check         All|All|All               All                   All      0.9912799435268753         1.0006389598327559         0.0023983483257473126     0.0031555667838787937      
Lambda        AB|DECam|DECam_r          4871.35721195338      All      -0.00024197013242382203    -4.5877953868253753e-05    -0.0017598116716012761    -1.4658638584301816e-05    
Lambda        AB|DECam|DECam_z          6935.131746356593     All      -0.0005641052901526615     3.5088258324779075e-05     -0.0004651990017142049    0.00017441735675654546     
Lambda        AB|DECam|DECam_g          3665.2256775425594    All      -0.001078007319248245      0.0005024697177192477      -0.0005359389541858547    0.0004908968730436582      
Lambda        AB|DECam|DECam_i          5918.090568321486     All      -0.00015340591731138398    1.5597176979009562e-05     0.000207930910967667      6.432886941138891e-05      
MWEBV         All|All|All               All                   All      -0.4525643745351102        -2.8083955567428376        0.041863751722135474      -0.7655035336227344        
Redshift      All|All|All               All                   All      7.131996026416267          -0.3223916834304674        5.804551202548662         -2.16910885833797          
