#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          4871.35721195338      All      -0.17380207693560146       0.7101148386485789         0.06554350619081273        0.2908457250593882        
Zeropoint     AB|DECam|DECam_z          6935.131746356593     All      0.674779191397238          -0.042751398646245775      0.3192074545062762         -0.21947855660460064      
Zeropoint     AB|DECam|DECam_g          3665.2256775425594    All      -0.5557460570862356        0.30226972361582227        0.00825818224689523        0.2798524924006132        
Zeropoint     AB|DECam|DECam_i          5918.090568321486     All      1.046294579050533          0.030747938801312102       -0.38907474705148215       -0.34815957022647365      
Check         All|All|All               All                   All      0.991525636425934          1.0003811024194675         0.003934395892501996       0.003060090628927148      
Lambda        AB|DECam|DECam_r          4871.35721195338      All      -0.00020437641705064487    -0.00010606832517719825    -0.001616518862239951      -4.011563265583932e-05    
Lambda        AB|DECam|DECam_z          6935.131746356593     All      -0.0005587244790674092     3.95919523126355e-05       -0.00036133878606350303    0.00017876645527340225    
Lambda        AB|DECam|DECam_g          3665.2256775425594    All      -0.0010265320517233477     0.00041979437156299096     -0.0007530146907137826     0.00043751251161516303    
Lambda        AB|DECam|DECam_i          5918.090568321486     All      -0.0002088465507409756     1.396973323197148e-05      0.00026783572241064824     8.453087229420387e-05     
MWEBV         All|All|All               All                   All      -0.4633350821492819        -2.803037142528453         0.04472145904865776        -0.7601222216578191       
Redshift      All|All|All               All                   All      6.950640788150276          0.20393615704836776        5.662782357957563          -1.944919689922385        
