#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_z 8285.021940287272 All 0.17150394267025532 -0.09102663157203317 0.3781109804094237 -0.0686414885753086
Zeropoint AB|SDSS|SDSS_r 5746.427218080914 All 0.3444619973767272 0.3851707816384824 -1.9264966345725472 -0.07271050640869178
Zeropoint AB|SDSS|SDSS_i 6968.5473751113495 All 0.6961503261396047 -0.21550554128306665 0.9284043543342093 -0.255525886279767
Zeropoint AB|SDSS|SDSS_u 3344.361424015419 All -0.012654990514316202 -0.044542528016924265 0.39738254126739303 0.007346537671343578
Zeropoint AB|SDSS|SDSS_g 4397.6601907882105 All -0.58337245804821 0.5135379683768946 0.7164213852140029 0.38927040918547984
Check All|All|All All All 0.6160888176240611 0.5476340491433529 0.4938226266524819 -0.0002609344069440245
