#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_i                7007.897965867821    All      1.221681399915303          -0.11730850837032847       2.121665805263809          -0.3414728641578142        
Zeropoint     AB|PS|PS_g                4556.01828293138     All      -0.8375148553930485        1.0051072704950315         1.0960499290586987         0.6491143212277269         
Zeropoint     AB|PS|PS_r                5785.833929844795    All      0.32160911116021657        0.18573551212135442        -3.1599702726678864        -0.18527346136624193       
Zeropoint     AB|PS|PS_z                8053.784737716455    All      0.28762906994179044        -0.07823155182133945       -0.02375180285799494       -0.12023277483865642       
Check         All|All|All               All                  All      0.9934047256242615         0.995302722424718          0.033993658796626414       0.0021352208650144006      
Lambda        AB|PS|PS_i                7007.897965867821    All      -0.001009857995815474      6.492047552571725e-05      -0.002297707713252796      0.00024755456502461177     
Lambda        AB|PS|PS_g                4556.01828293138     All      -1.1654117894969822e-05    -6.0349470408575416e-05    -0.0002814672188789135     -2.8422267589582006e-05    
Lambda        AB|PS|PS_r                5785.833929844795    All      -8.279438139777866e-05     -4.079475503687126e-05     -0.00012815665591102117    7.961617101334692e-06      
Lambda        AB|PS|PS_z                8053.784737716455    All      8.585469777627422e-05      4.3647280766269586e-05     0.0009642922025427756      2.928358786265656e-05      
MWEBV         All|All|All               All                  All      -0.6261302185615256        -3.805692080445322         0.12089921158412192        -1.03029272635074          
Redshift      All|All|All               All                  All      8.088579975121295          -0.08626653069185863       12.586617284779033         -2.1011335302275005        
