#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6010.785018516964    All      3.1626554717486917        -0.6912304340078279       0.5777791956281836        -1.2295537967281625      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5019.440547411861    All      -2.1654990790185553       1.694811771283078         -0.5770115846517099       1.2316808674932733       
Check         All|All|All                            All                  All      0.9971563927301366        1.00358133727525          0.0007676109764737093     0.0021270707651108722    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6010.785018516964    All      -0.0002460500152880674    3.2513686603263934e-05    -0.0002884185862673525    7.786656533312835e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5019.440547411861    All      -0.0005604105258528323    5.853532028817001e-05     -0.0025395220208104664    8.82838206156249e-05     
MWEBV         All|All|All                            All                  All      -0.4518398531746173       -2.8329120915735473       -0.021591605786842882     -0.7765570971960025      
Redshift      All|All|All                            All                  All      2.43684496450941          -0.018747495593807173     0.4511767592011551        -0.7797333042647098      
