#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           4666.444314534095     All      -0.4147178383233072        0.8583854942362024         0.8440309654310196         0.4523568647633744        
Zeropoint     AB|MEGACAMPSF|z           6576.6042300293075    All      0.4631564202748046         -0.0392054180547774        0.03608645587414028        -0.1620254051709527       
Zeropoint     AB|MEGACAMPSF|i           5704.662107802029     All      1.53061603437783           0.01368112209032546        -0.4691225330136106        -0.5150503906548434       
Zeropoint     AB|MEGACAMPSF|g           3656.358473454883     All      -0.5844490513745727        0.16107371006945925        -0.46462335472940985       0.2221072839889586        
Check         All|All|All               All                   All      0.9946055649547545         0.9939349083412097         -0.05362846643786057       -0.0026116470734630914    
Lambda        AB|MEGACAMPSF|r           4666.444314534095     All      -0.00010036164061405912    -0.00019084560202307596    -0.0011012759655730545     -7.861849143079001e-05    
Lambda        AB|MEGACAMPSF|z           6576.6042300293075    All      -7.07377144363962e-05      1.0867295193865542e-06     -3.920899254330358e-05     2.1645867093599403e-05    
Lambda        AB|MEGACAMPSF|i           5704.662107802029     All      -0.0005983348029991681     -2.8310647449314822e-05    -0.00019953471345735365    0.0001767713028684677     
Lambda        AB|MEGACAMPSF|g           3656.358473454883     All      -0.0011455251078883457     0.00029019991395159967     -0.0010484540584050025     0.000420875184312202      
MWEBV         All|All|All               All                   All      -0.4517006873446445        -2.769585818528064         -0.06294147687657681       -0.7578202324154758       
Redshift      All|All|All               All                   All      2.61345792516508           1.5416315223411914         3.6713018966798128         -0.18529577947190706      
