#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           4946.411072647202     All      0.6274128991310264        0.12163811003116365        0.2852782942281751         -0.15201682827055465       
Zeropoint     AB|MEGACAMPSF|i           4290.435433171501     All      2.2433643210414678        0.8767794177726884         0.08659705647502403        -0.44127723339794833       
Zeropoint     AB|MEGACAMPSF|r           3509.6471368169236    All      -1.8677826410935683       0.0011842447317889082      -0.36974509107230435       0.5922839766607334         
Check         All|All|All               All                   All      1.002994579078926         0.999601772535641          0.0021302596308947486      -0.0010100850077695567     
Lambda        AB|MEGACAMPSF|z           4946.411072647202     All      4.192662692799315e-05     9.923054847562905e-07      -0.00012357511286681296    -1.8848244920517996e-05    
Lambda        AB|MEGACAMPSF|i           4290.435433171501     All      -0.0006107646559916889    -0.00019002530054967515    -0.002387854189184351      3.0489684535425935e-05     
Lambda        AB|MEGACAMPSF|r           3509.6471368169236    All      -0.0021867066997886633    -7.508365954480969e-07     -0.0012856811940888187     0.0006546636936817742      
MWEBV         All|All|All               All                   All      -0.3720245958425583       -1.818542442404869         0.03505523233121588        -0.4696140976328776        
Redshift      All|All|All               All                   All      5.276494797833215         0.7766643849334898         -4.067262930399118         -1.647246069825539         
