#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_z            7221.9301511570975    All      0.12143608698737006        0.009364799135980206       0.21749384196383226        -0.026799554235291477      
Zeropoint     AB|SDSS|SDSS_i            6074.378892512421     All      1.1810053941200138         0.08858410104028991        0.07387716112498607        -0.3525407563536159        
Zeropoint     AB|SDSS|SDSS_g            3833.374848648311     All      -1.057134900070635         0.525701304144377          -0.03100729493069684       0.5141981123158001         
Zeropoint     AB|SDSS|SDSS_r            5009.0749652558425    All      0.7530188184476864         0.37512428490842353        -0.2577360307910378        -0.13459425725004398       
Check         All|All|All               All                   All      0.9983253994844353         0.9987744892290706         0.0026276773670837472      0.0002635444768487871      
Lambda        AB|SDSS|SDSS_z            7221.9301511570975    All      -3.611966885623366e-05     -2.59666590101664e-06      -5.786164174554835e-05     8.337445614357297e-06      
Lambda        AB|SDSS|SDSS_i            6074.378892512421     All      -0.00022066914641813434    -2.5921017410573252e-05    -0.00035370656521242365    4.765157315096385e-05      
Lambda        AB|SDSS|SDSS_g            3833.374848648311     All      -0.0012955292155099106     0.0005583025379664673      -0.0011865145758699202     0.0005509052953036478      
Lambda        AB|SDSS|SDSS_r            5009.0749652558425    All      -0.00029237537351569314    -9.126648149619969e-05     -0.002011465038814717      -2.4254663940756613e-05    
MWEBV         All|All|All               All                   All      -0.5613795147398344        -3.097335783786903         0.09523884549258496        -0.8217943150536106        
Redshift      All|All|All               All                   All      6.027644703475565          0.9609243953063284         9.884207149605874          -1.209310725952193         
