Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53709.70870311244 1.0766021586928827
Redshift 0.706 0 F
Color 0.027279045767805443 0.10417555776631886
X0 7.746915430244461e-06 5.284533794838635e-07
X1 0.8747074887176545 0.765429053380509
RestFrameMag_0_UX 23.033315641012674 0.0
RestFrameMag_0_B 23.420511254742994 0.07406315091454563
RestFrameMag_0_V 23.361476810479687 0.0
RestFrameMag_0_R 23.37175494878712 0.0
CovDayMaxDayMax 1.1590722081021751 -1
CovDayMaxRestFrameMag_0_B -0.00048780654706551135 -1
CovDayMaxX1 0.32975763127710994 -1
CovDayMaxColor -0.006100484437219448 -1
CovRestFrameMag_0_BDayMax -0.000487806547065491 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.005485350323390761 -1
CovRestFrameMag_0_BX1 0.024290772008806593 -1
CovRestFrameMag_0_BColor -0.005244360385331622 -1
CovX1DayMax 0.3297576312771098 -1
CovX1RestFrameMag_0_B 0.024290772008806596 -1
CovX1X1 0.5858816357589822 -1
CovX1Color 0.0036076563771769285 -1
CovColorDayMax -0.006100484437219433 -1
CovColorRestFrameMag_0_B -0.0052443603853316225 -1
CovColorX1 0.0036076563771769276 -1
CovColorColor 0.010852546835923637 -1

dmu_estimate 0.39317589870672803
FirstPhase  -7.99009561104476
LastPhase  16.61940028579099
LatestNegPhase  -0.9429092101031407
EarliestPosPhase  14.862483521432582
NightsNegPhase  5
NightsPosPhase  2

salt3source   1
salt2_version   salt3-f22
