#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           4297.169864999502     All      -0.6268610214246858        0.5158874185640983         -0.20248784723093877       0.3631946595824578         
Zeropoint     AB|MEGACAMPSF|g           3370.7534272134394    All      -0.4010601957854681        0.13449453389728916        0.016883351016461684       0.1752012210983754         
Zeropoint     AB|MEGACAMPSF|i           5254.487220251117     All      1.0419961955788883         0.3128997806642886         0.03781761185428006        -0.23580306257021608       
Zeropoint     AB|MEGACAMPSF|z           6052.142493890033     All      0.9737700639920629         0.03691321056304986        0.14790956339446418        -0.2985645743465705        
Check         All|All|All               All                   All      0.9878450423607975         1.0001949436887259         0.0001226790342671591      0.004028243764046591       
Lambda        AB|MEGACAMPSF|r           4297.169864999502     All      -0.000425047429646688      -5.808618886926131e-05     -0.002561496939150638      5.22350492305838e-06       
Lambda        AB|MEGACAMPSF|g           3370.7534272134394    All      -0.0005542911395403662     0.00018332524110727127     -2.8784572686745852e-05    0.00023898139875881217     
Lambda        AB|MEGACAMPSF|i           5254.487220251117     All      0.0003162221197494044      6.28398277881548e-05       -0.0005261020079155888     -0.00010601246483572811    
Lambda        AB|MEGACAMPSF|z           6052.142493890033     All      -0.00026033945472203623    -1.5144423814343623e-05    -0.0001647688096356228     7.251521302528087e-05      
MWEBV         All|All|All               All                   All      -0.42140866126289556       -2.427147235014182         0.006623292183516367       -0.6530394731993957        
Redshift      All|All|All               All                   All      2.6466060210438513         -0.14933280973785656       -2.2331420682887977        -1.0103841348981346        
