#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            6829.683745720133     All      1.2814797338725694         0.21163858406438862        6.476021077686291         -0.0594873818127553       
Zeropoint     AB|SDSS|SDSS_r            5631.917020104045     All      -0.01149119349272798       -0.1297653033351054        -11.285884602007675       -0.5421629642727782       
Zeropoint     AB|SDSS|SDSS_g            4310.027141595894     All      -0.18812235242540498       0.8481230417579866         5.227901174269298         0.5708364348724058        
Zeropoint     AB|SDSS|SDSS_u            3277.717668819977     All      -0.21919350052123313       0.0690911336789668         -0.5248592834760382       0.07048173041172075       
Zeropoint     AB|SDSS|SDSS_z            8119.9246604261625    All      0.141624326111594          0.0011981570956720589      0.25538548439126435       -0.03434474190694421      
Check         All|All|All               All                   All      1.004297013544797          1.0002856132619087         0.14856385086314033       0.005323077291648826      
Lambda        AB|SDSS|SDSS_i            6829.683745720133     All      -0.0008990294860276907     -0.00015481852551003645    -0.004583355158925927     3.787990349993557e-05     
Lambda        AB|SDSS|SDSS_r            5631.917020104045     All      3.562372612933256e-05      1.8040907497956824e-05     0.0011253094933137693     4.449009184124126e-05     
Lambda        AB|SDSS|SDSS_g            4310.027141595894     All      -3.517655193962567e-05     0.00022556229646046035     0.0013897061197888098     0.00014694742241405637    
Lambda        AB|SDSS|SDSS_u            3277.717668819977     All      -0.00016037738399800647    5.3712409491890405e-05     -0.0003376479089059569    5.4668413670938364e-05    
Lambda        AB|SDSS|SDSS_z            8119.9246604261625    All      -3.17980120096655e-05      -1.0345507874061335e-05    -0.0003323840300919033    -7.844986314979344e-06    
MWEBV         All|All|All               All                   All      -0.9246283111829001        -3.5863176343458036        -0.44619695172538854      -0.8869115001789192       
Redshift      All|All|All               All                   All      6.480302304336162          1.1980310251228588         7.153651155003041         -1.401374941686608        
