#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4752.865119498945     All      1.1481286442991694         0.2428891258819732         -0.5330597375558077       -0.31865430047633286      
Zeropoint     AB|MEGACAMPSF|r           3374.6720861431377    All      -1.838006833525714         -0.07043686769883095       -0.049099827487775194     0.5735645894009961        
Zeropoint     AB|MEGACAMPSF|i           4126.380177514742     All      1.68625398721935           0.826282183609095          0.5805758572312358        -0.25421267464807024      
Check         All|All|All               All                   All      0.9963757979928052         0.9987344417922372         -0.0015837078123470683    0.0006976142765929838     
Lambda        AB|MEGACAMPSF|z           4752.865119498945     All      -0.00017496626405497285    -4.35488724048752e-05      -0.0007486806166241884    9.396790609962163e-06     
Lambda        AB|MEGACAMPSF|r           3374.6720861431377    All      -0.004228738809661998      -0.00021122058145292444    -0.001256331984157757     0.001252573533022626      
Lambda        AB|MEGACAMPSF|i           4126.380177514742     All      0.001121659200746371       0.0004600140192214557      0.0002676611730561025     -0.0002035751142723874    
MWEBV         All|All|All               All                   All      -0.4419651529046702        -1.7307105369404496        -0.059911914341026495     -0.4224603636157981       
Redshift      All|All|All               All                   All      0.7462891012798557         -1.0085055732808712        0.30407650112970197       -0.5580248188618755       
