#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_i                7270.694139587864    All      0.8520971632069864         -0.10250752039890898       1.6104537322034318        -0.2390789974899105        
Zeropoint     AB|PS|PS_g                4726.868968541306    All      -1.0841398207615272        1.1921285490021916         0.5923583817470934        0.7678897290107722         
Zeropoint     AB|PS|PS_r                6002.802702213974    All      0.9957970906064648         -0.03566150604950025       -2.3746266926218507       -0.4419486819365338        
Zeropoint     AB|PS|PS_z                8355.80166538082     All      0.23770672506840285        -0.056718120418963736      0.16705972508537226       -0.08844875021194482       
Check         All|All|All               All                  All      1.0014611581203268         0.9972414021348186         -0.004754853585953178     -0.0015867006276168438     
Lambda        AB|PS|PS_i                7270.694139587864    All      -0.00023897307106859954    -2.6787590596329437e-05    -0.0014785950938678584    3.1328835870923448e-06     
Lambda        AB|PS|PS_g                4726.868968541306    All      -0.00018667915623031003    -3.0011255691477615e-05    -0.0006551320559682988    2.1796354681164646e-05     
Lambda        AB|PS|PS_r                6002.802702213974    All      -0.00021965829641472915    -6.541317994285408e-05     -0.0011215623236757203    1.9253359228057334e-07     
Lambda        AB|PS|PS_z                8355.80166538082     All      0.0003283809037108085      -8.155074265739666e-05     0.00024060542117086502    -0.00012279110868657872    
MWEBV         All|All|All               All                  All      -0.6859643160450983        -3.9793475004822554        0.24957049516545204       -1.061626067296251         
Redshift      All|All|All               All                  All      6.363623468495479          1.6323195461678708         19.252174811574175        -0.6820052029778327        
