#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     VEGAHST|ACSWF|F850LP      4609.287677633752     All      4.684168271126801          0.6795814332862804         0.19797429038923517       -1.2955909967613013       
Zeropoint     VEGAHST|ACSWF|F775W       3924.2436488930466    All      -3.68756422830626          0.32171761673804866        -0.20196100998464528      1.296942406083522         
Check         All|All|All               All                   All      0.9966040428205404         1.001299050024329          -0.00398671959541011      0.0013514093222206647     
Lambda        VEGAHST|ACSWF|F850LP      4609.287677633752     All      -0.00023068566950256106    -5.4395546522563984e-05    -0.0025426957007650018    -5.604533811883002e-05    
Lambda        VEGAHST|ACSWF|F775W       3924.2436488930466    All      -0.00435413498665603       0.0003801440818791917      -3.350670285986377e-05    0.0015406151955190297     
MWEBV         All|All|All               All                   All      0.07250356929378188        -1.5429214917208611        -0.005049411354331015     -0.5264224203160216       
Redshift      All|All|All               All                   All      3.797281819359901          0.7587786057921875         2.7448760797612333        -0.8672492477656107       
