#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                    
Zeropoint     VEGAHST|ACSWF|F850LP      4609.287677633752     All      4.651906066079397         0.6973094125591217         -0.35248428425690287      -1.303871987121652       
Zeropoint     VEGAHST|ACSWF|F775W       3924.2436488930466    All      -3.6541518564840136       0.3038883747326082         0.346791196888116         1.3047396173258285       
Check         All|All|All               All                   All      0.997754209595384         1.00119778729173           -0.0056930873687868755    0.0008676302041765727    
Lambda        VEGAHST|ACSWF|F850LP      4609.287677633752     All      -0.0009362811722900971    -0.00016527597761592757    -0.002471224577308147     0.0001408623542615483    
Lambda        VEGAHST|ACSWF|F775W       3924.2436488930466    All      -0.0031056091857534717    0.0002601954961424713      0.00024112498120912223    0.0011071136170428641    
MWEBV         All|All|All               All                   All      0.06283254829115359       -1.5424580720349468        -0.007629949067528008     -0.523236457116727       
Redshift      All|All|All               All                   All      3.3799949463058088        1.2996367095084338         2.598445984495486         -0.5616844094206819      
