#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_r                6072.342703754081    All      1.1096117561550258         0.030640851922925094       -0.34533819931331783       -0.3668671783511483        
Zeropoint     AB|PS|PS_z                8452.600192586306    All      0.43060818017479663        -0.1140107725680295        0.08099010743335944        -0.17378609381904103       
Zeropoint     AB|PS|PS_g                4781.627802315905    All      -1.090807513241213         1.226666490829409          -0.0004361162197870675     0.7548580638920231         
Zeropoint     AB|PS|PS_i                7354.922142197063    All      0.5498966307368117         -0.1444052747408442        0.26660497071594824        -0.21425961709758012       
Check         All|All|All               All                  All      0.9993090538254212         0.9988912954434603         0.0018207626162027868      -5.482537574630353e-05     
Lambda        AB|PS|PS_r                6072.342703754081    All      -9.33974241520465e-05      -2.3675088120343938e-05    -0.0008169847980039365     -1.3747420617210665e-05    
Lambda        AB|PS|PS_z                8452.600192586306    All      0.0005985088266549902      -0.0001546673147379284     -3.3309840396914706e-05    -0.0002468207132010736     
Lambda        AB|PS|PS_g                4781.627802315905    All      -0.0005305319183744872     0.00024618255519641527     -0.000806023216389786      0.00021703234297247616     
Lambda        AB|PS|PS_i                7354.922142197063    All      -1.2149082718169942e-05    -5.039616831568196e-05     -0.0009427395335446312     -5.452846960688161e-05     
MWEBV         All|All|All               All                  All      -0.6648320319232579        -4.065811554507892         0.04162589641294346        -1.105953346832593         
Redshift      All|All|All               All                  All      5.228186789045214          0.6876170384342295         8.451790984678544          -1.1018483341074998        
