#Format:      
#Parameter    MagSys|Instrument|Band                RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|CNIa02|Bessell12_B    4337.612190632658    All      -0.2092197853943524        0.07474174906123565        -0.32956298543607154      0.07778873141721376        
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_g         4671.57857909358     All      -0.8064707008544022        0.727160486893208          0.5041666571077075        0.5220527751698262         
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_B         4338.793462111778    All      -0.5019458837030429        0.31417929489316876        0.1212257036111275        0.2712485667722919         
Zeropoint     Linear_AB11_off|CNIa02|Bessell12_V    5426.581056413192    All      0.2735952893941754         0.05825994144679214        0.10212025676645808       -0.06558464911087247       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_i         7472.789926468611    All      0.48391748920339983        -0.07241592875910641       0.3656121496693032        -0.16490050601231654       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_V         5437.30883043135     All      0.6138658986268726         0.07428350642015857        -0.666228275898284        -0.20549044495269675       
Zeropoint     Linear_AB11_off|LCOGT|LCOGT_r         6158.166410136445    All      1.0741538874550047         -0.15438458076602046       -0.09714795793278608      -0.40451066399277424       
Check         All|All|All                           All                  All      0.927896194727655          1.0218244691894363         0.00018554788745461792    0.030603809290671857       
Lambda        Linear_AB11_off|CNIa02|Bessell12_B    4337.612190632658    All      -0.00013197150378279796    3.957771011684143e-05      -0.0002979749787239269    4.258196801773988e-05      
Lambda        Linear_AB11_off|LCOGT|LCOGT_g         4671.57857909358     All      -0.00020700663866495838    4.232949976061355e-05      -0.0007351776847968666    4.840937967700365e-05      
Lambda        Linear_AB11_off|LCOGT|LCOGT_B         4338.793462111778    All      -0.0002781818991757815     0.00012291091164950022     -0.0002402563616493846    0.00011992758608446776     
Lambda        Linear_AB11_off|CNIa02|Bessell12_V    5426.581056413192    All      3.252470501679124e-05      2.2425751068130577e-05     5.659026129492067e-05     -7.641980948718347e-07     
Lambda        Linear_AB11_off|LCOGT|LCOGT_i         7472.789926468611    All      -0.00010477854236163534    -5.8861574557295495e-06    -0.0003284590114842075    1.7554886101814128e-05     
Lambda        Linear_AB11_off|LCOGT|LCOGT_V         5437.30883043135     All      0.00020430403083903905     -0.00013182821004077672    -0.001889499800318121     -0.00019380902720631871    
Lambda        Linear_AB11_off|LCOGT|LCOGT_r         6158.166410136445    All      -1.5592805493429561e-06    6.116028822428274e-06      5.5101070632049275e-05    4.9590084848084635e-06     
MWEBV         All|All|All                           All                  All      -0.898115836705975         -4.057289712527279         0.03577616154388785       -1.0274503393126355        
Redshift      All|All|All                           All                  All      3.0453515624571432         -0.42953631252773405       2.352841666645289         -1.0268887839265384        
