#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_z                6896.852168250837     All      0.4464151307037066         0.014136164621270098       0.2740430813300008        -0.12857819672320078       
Zeropoint     AB|PS|PS_r                4954.6942938909       All      0.30311231753312223        0.42172082078160145        0.46371029039308276       0.059327952127795305       
Zeropoint     AB|PS|PS_i                6001.207861247126     All      1.1603728633453583         0.04507395969941541        -0.4071685638877903       -0.38145960811028345       
Zeropoint     AB|PS|PS_g                3901.5426407007603    All      -0.9127948922131885        0.5177467529181357         -0.327033284524263        0.4513804837627037         
Check         All|All|All               All                   All      0.9971054193689984         0.9986776980204226         0.0035515233110302025     0.0006706310570147589      
Lambda        AB|PS|PS_z                6896.852168250837     All      -0.00033112419823781914    -1.2344033614680843e-05    -0.0002221822597468896    9.392221336736626e-05      
Lambda        AB|PS|PS_r                4954.6942938909       All      -3.2994930322163574e-05    -3.3423005405257854e-05    -0.0006542394624699906    -2.9335140534685014e-05    
Lambda        AB|PS|PS_i                6001.207861247126     All      -0.00016134864670870976    -1.5144583972576577e-05    -4.453671297519144e-05    4.563600425359348e-05      
Lambda        AB|PS|PS_g                3901.5426407007603    All      -0.0011029315252254408     0.00041175731790011276     -0.0018502797431727517    0.0004108145010784647      
MWEBV         All|All|All               All                   All      -0.4945027194847573        -3.0389471454729033        0.10368673978892037       -0.8241821962987179        
Redshift      All|All|All               All                   All      3.6295632117035703         0.2009167109230603         -1.33857323735058         -1.176557340162065         
