#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_g 4355.906417946772 All -0.01794633815309305 0.015267356698931422 -0.1143728588443167 0.0057148577167273895
Zeropoint AB|SDSS|SDSS_r 5691.867518989973 All 1.3003215651836277 0.5579977430905956 -0.6033884739722655 -0.268725746914408
Zeropoint AB|SDSS|SDSS_u 3312.608241381955 All -0.21595897866294822 0.18392111689428958 0.6129390532756305 0.15760675760781734
Zeropoint AB|SDSS|SDSS_i 6902.384203899375 All 0.2562602299888655 0.044705582037748215 1.214120251139299 -0.014729698223137876
Zeropoint AB|SDSS|SDSS_z 8206.35944498904 All 0.07680229233060733 0.011864845046286376 0.24524707993838257 -0.01020801216050897
Check All|All|All All All 1.399478770687059 0.8137566437678512 1.3545450515367299 -0.13034184197351006
