#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     VEGAHST|ACSWF|F606W       3468.804453351569    All      -0.553864239859315        0.18029731993358666       0.05200930977761198       0.24146150984769854       
Zeropoint     VEGAHST|ACSWF|F850LP      5218.561336171547    All      2.6016107210872548        0.36736270629393886       0.4436542683918049        -0.7079698306265925       
Zeropoint     VEGAHST|ACSWF|F775W       4442.965510528335    All      -1.0741243747213427       0.4592890652888926        -0.4812085103890751       0.478009079507144         
Check         All|All|All               All                  All      0.9736221065065971        1.006949091516418         0.01445506778034178       0.011500758728250071      
Lambda        VEGAHST|ACSWF|F606W       3468.804453351569    All      -0.0013203429812593099    0.0004549583814379425     9.991912977830766e-05     0.0005827329913605474     
Lambda        VEGAHST|ACSWF|F850LP      5218.561336171547    All      0.0006535894925454489     0.00010932729845883365    -0.003659002711647971     -0.0003405685881375855    
Lambda        VEGAHST|ACSWF|F775W       4442.965510528335    All      -0.0011923383560108426    6.171656127224156e-05     -0.0029474624387600505    0.0002769552323038949     
MWEBV         All|All|All               All                  All      -0.1755751948214832       -1.842977548030511        0.047018299584861145      -0.5410295915849843       
Redshift      All|All|All               All                  All      2.5347675405954764        -0.11475444736035456      11.036557584759636        -0.370525602229238        
