#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           5126.178796844612     All      1.8539412699260862         0.41988478867089896        0.5883071602964474        -0.44086592843471467       
Zeropoint     AB|MEGACAMPSF|r           4193.443245046041     All      -1.2521115954622204        0.4557344899584592         -1.484624346112424        0.4900496905548135         
Zeropoint     AB|MEGACAMPSF|g           3285.5582698351095    All      -0.29815333792470194       0.10994771212757826        0.4653139961571374        0.153696764666387          
Zeropoint     AB|MEGACAMPSF|z           5910.514573716942     All      0.6874366846078224         0.01609133560656062        0.4595815526129631        -0.19817025286426249       
Check         All|All|All               All                   All      0.9911130211469864         1.001658326363497          0.02857836295412386       0.00471027392222334        
Lambda        AB|MEGACAMPSF|i           5126.178796844612     All      0.0004920691373083791      1.4147657788041017e-05     -0.00153705793977474      -0.00022426658542979723    
Lambda        AB|MEGACAMPSF|r           4193.443245046041     All      -0.0008711046159846777     0.00011034812189958219     -0.001960238550217189     0.00023221500211873127     
Lambda        AB|MEGACAMPSF|g           3285.5582698351095    All      -0.0006649873203183438     0.00021980002270443263     0.0007917079897698629     0.00032353463766164424     
Lambda        AB|MEGACAMPSF|z           5910.514573716942     All      -0.00013912210786295613    -1.2147243159325773e-06    -7.198413789586093e-05    4.170865037631616e-05      
MWEBV         All|All|All               All                   All      -0.2990100991300104        -2.3354529598222484        0.31199492587337224       -0.6494135361067056        
Redshift      All|All|All               All                   All      9.424591887009873          0.613503173554264          14.0000160054598          -2.245305055605087         
