#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4576.797654970276     All      2.4046699907797944        0.6448610676496713         -0.07330290965931185       -0.5764988344473775        
Zeropoint     AB|MEGACAMPSF|r           3742.6210857865794    All      -2.167694339773986        0.2626751767085267         -0.08155459326324443       0.7880119013698528         
Zeropoint     AB|MEGACAMPSF|z           5271.416183981247     All      0.7660107472080488        0.09156952020141773        0.15181731695425027        -0.2129127865094133        
Check         All|All|All               All                   All      1.0029863982138576        0.9991057645596157         -0.0030401859683060195     -0.0013997195869380197     
Lambda        AB|MEGACAMPSF|i           4576.797654970276     All      -0.0004469194644741178    -0.00020696003330982352    -0.002105028558589403      -1.5775075362362862e-05    
Lambda        AB|MEGACAMPSF|r           3742.6210857865794    All      -0.00339404353088742      0.000307572919838817       -0.0016659192448711668     0.0011313959329572923      
Lambda        AB|MEGACAMPSF|z           5271.416183981247     All      0.0001904023879271779     6.758148192259164e-06      -0.00015450571506612828    -6.671385104201248e-05     
MWEBV         All|All|All               All                   All      -0.15357127845704         -1.9937155055821165        0.024817707898616703       -0.5982880134016176        
Redshift      All|All|All               All                   All      8.798383582868244         0.5528119714753643         -1.0373224864291708        -2.732144883398592         
