#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_i          7106.636406958953    All      0.7378449507614907         -0.15695595310987187       0.10135970692621288        -0.28694287427442067       
Zeropoint     AB|DECam|DECam_z          8327.932664554191    All      0.47966268767357273        -0.23895986515167777       -0.351729768848702         -0.24977509158225497       
Zeropoint     AB|DECam|DECam_r          5849.684812037057    All      0.610833928907382          0.5561526742210887         0.31826525606099           -0.003608766972618138      
Zeropoint     AB|DECam|DECam_g          4401.322679847468    All      -0.8302871204049931        0.8358261489323837         -0.07811160082267232       0.5392221433305117         
Check         All|All|All               All                  All      0.9980544469374524         0.9960630048919228         -0.010216406684171453      -0.0011045894987821159     
Lambda        AB|DECam|DECam_i          7106.636406958953    All      -0.000432781417256241      6.05485121479126e-05       -0.0002745883831366875     0.00014844016967896658     
Lambda        AB|DECam|DECam_z          8327.932664554191    All      0.00023233452961407393     -9.407123991510535e-05     -3.9768958422007873e-07    -0.00010633884462612946    
Lambda        AB|DECam|DECam_r          5849.684812037057    All      -1.4559081155809375e-05    -0.00027379029118452337    -0.0008848611759832796     -0.00012392742382359066    
Lambda        AB|DECam|DECam_g          4401.322679847468    All      -0.0005995473600528041     0.0006076301931911382      -3.489837069511708e-05     0.0003916600900516975      
MWEBV         All|All|All               All                  All      -0.535541633665352         -3.731584363030649         -0.032655455468100225      -1.0425135266333638        
Redshift      All|All|All               All                  All      4.894120062949172          0.8482930546854561         5.954962339584535          -1.0521163412835945        
