#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5277.05254325977      All      0.019946281858590598       0.4185987367996802        -0.783179235765466         0.09490452757043022       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6260.755835039966     All      0.6591758284424594         -0.05548273836604167      -0.10198085731024792       -0.2373387440586336       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7741.346253078414     All      0.28107307557196537        -0.06581789911610514      0.20174557477653093        -0.10399082441162402      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4281.3343248488445    All      -0.6095182367880905        0.41866028188639604       0.11363889897057639        0.33998275173728193       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7434.987923108913     All      0.3011138202768522         -0.1028042966900955       0.14685806295000048        -0.1250158183527028       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4282.374689385336     All      -0.39268448727918104       0.2135403392145463        0.18216594377475637        0.20559659960614624       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6102.6417868303715    All      0.6556392161266674         -0.07669181532623526      0.4176376781877045         -0.21990705848247138      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5295.987383205365     All      0.07827640566776342        0.24620058195266026       -0.17222632742723218       0.04701275877112901       
Check         All|All|All                                All                   All      0.9930219038770268         0.9962031903548052        0.004659738156622378       0.0012441923795555865     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5277.05254325977      All      -0.00010161542527849356    0.00016963084290206289    -0.0012271617519775382     3.3591240442877425e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6260.755835039966     All      -0.00019403176090022184    4.837216493459533e-05     -0.000419397043618765      6.024316966092715e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7741.346253078414     All      -4.663472070467479e-05     1.0410685411061604e-05    -4.2249273155297565e-06    1.839302640830906e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4281.3343248488445    All      -0.00032221259873265417    0.00014988548706247682    -0.00018419726221660605    0.0001455580002838619     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7434.987923108913     All      -0.00013940920490243744    5.557391500785769e-05     -0.0005090245186404742     4.07969905070196e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4282.374689385336     All      -0.00022360585635028505    9.267153752269695e-05     -5.941901524179787e-05     0.00010037035465304745    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6102.6417868303715    All      -0.00010172705186666057    3.1552702623054596e-06    -0.0003562622122958414     1.826527656170546e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5295.987383205365     All      -2.4931432586352267e-05    0.00011852871303007751    -0.0007320645440601916     1.4061010775304084e-05    
MWEBV         All|All|All                                All                   All      -0.817230698307442         -3.989794676378544        0.08288194621874842        -1.0297098213156788       
Redshift      All|All|All                                All                   All      7.664162509373862          -2.082815782071279        10.09709714717088          -2.7243244241963294       
