#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5277.05254325977      All      0.057316425067719334       0.4105915305737007        -0.5889958163030963        0.08878914614738019       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6260.755835039966     All      0.6274929142653192         -0.05454049662816374      -0.07311124521695121       -0.2254233392469724       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7741.346253078414     All      0.2327779995286297         -0.060907902435491934     0.19620962763633687        -0.0869072257257145       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4281.3343248488445    All      -0.567120977661929         0.40917142234544457       0.0949439447723317         0.32224746594175346       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7434.987923108913     All      0.2960670966371177         -0.10633977667851013      0.165059776866497          -0.12371129768238365      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4282.374689385336     All      -0.42049405170664955       0.23292922196045396       0.12450778134351723        0.21839766765836005       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6102.6417868303715    All      0.6662540728278291         -0.07885759624013389      0.1991848068611293         -0.23381868095374214      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5295.987383205365     All      0.10372586791154116        0.2449504618210696        -0.1217309772957567        0.04056920196091524       
Check         All|All|All                                All                   All      0.9960193468695776         0.9969968647183691        -0.0039321013359921025     0.00014293809959629172    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5277.05254325977      All      -6.297768989334295e-05     0.00013637925192524082    -0.001050183154409197      1.807226373437257e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6260.755835039966     All      -0.0001799811382676409     3.307755952990779e-05     -0.00033065616282441186    5.464456139759097e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7741.346253078414     All      -5.412612509337786e-05     8.747651319064625e-06     -2.1355924532333416e-05    1.9527040635671926e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4281.3343248488445    All      -0.00027764194771020233    0.00011680953602411926    -0.00017235693219200995    0.0001207943270436535     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7434.987923108913     All      -0.00012075028698222949    4.281301070045059e-05     -0.0004158243432135226     3.4721616502419375e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4282.374689385336     All      -0.00022733423712459523    8.597206886969129e-05     -9.650814198537206e-05     9.77474562027005e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6102.6417868303715    All      -0.0001587601218878119     3.524747958515641e-05     -0.00034617979680827415    4.774624407499504e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5295.987383205365     All      -2.2467417907809656e-05    0.00010691360958834978    -0.0006567214113536227     1.2837196788505902e-05    
MWEBV         All|All|All                                All                   All      -0.818114233693092         -3.9863210712946184       0.04471589361614281        -1.0299937329563893       
Redshift      All|All|All                                All                   All      7.454529120137817          -1.7509710407766832       9.125222910459263          -2.5913174665086585       
