#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
54837.25  17.749  0.009
54838.21  17.586  0.01
54839.12  17.477  0.011
54840.15  17.378  0.01
54841.15  17.345  0.012
54842.17  17.336  0.013
54845.18  17.575  0.011
54848.17  18.046  0.012
54855.2  19.137  0.025
54856.16  19.248  0.022
54859.18  19.427  0.032
54867.15  19.731  0.066
54870.11  19.898  0.086
54871.16  19.916  0.103
54873.09  19.899  0.053
54879.15  20.125  0.044
54884.13  20.336  0.056
