#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          3248.94536943043     All      -0.2824572371287273        0.12179729021095653        0.08281425499483408        0.13537461898175118       
Zeropoint     AB|DECam|DECam_r          4318.089757362202    All      -0.6595744613531189        0.5190558281526592         -0.5481438763553448        0.35945751740882603       
Zeropoint     AB|DECam|DECam_i          5245.939715425539    All      0.7795190400087809         0.3425604935817006         0.5653494674509318         -0.11710282390433313      
Zeropoint     AB|DECam|DECam_z          6147.469802956926    All      1.1500522629741896         0.017676399072641402       -0.09563751684272259       -0.3731199360615639       
Check         All|All|All               All                  All      0.9875396045011242         1.0010900110179577         0.0043823292476985465      0.004609376424680178      
Lambda        AB|DECam|DECam_g          3248.94536943043     All      -0.0007621613878192001     0.00022738738741538236     -0.00045632501411271555    0.0003019649017267558     
Lambda        AB|DECam|DECam_r          4318.089757362202    All      -0.00029854704444922205    -3.2929068962973986e-05    -0.001440811424932237      2.2223716700498886e-05    
Lambda        AB|DECam|DECam_i          5245.939715425539    All      0.00020082872001099368     6.562821369752576e-05      -0.0006997238417483744     -7.526471421270203e-05    
Lambda        AB|DECam|DECam_z          6147.469802956926    All      -0.0002235325221919114     -3.1407031177804885e-05    -0.000462821721894556      4.192798537933301e-05     
MWEBV         All|All|All               All                  All      -0.3794791924162735        -2.331006274605585         0.09803613239015019        -0.6313016716781306       
Redshift      All|All|All               All                  All      4.2060961029410535         0.1397771334321618         -1.3156191549116347        -1.3832439067530247       
