#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3724.897856852836     All      -1.120189094554727         0.4595215594916269         0.13912434840765875        0.5207722116541379        
Zeropoint     AB|SDSS|SDSS_r            4867.3279654547205    All      0.9008599453203807         0.3669027543665493         -0.9032936545985637        -0.2142372708904999       
Zeropoint     AB|SDSS|SDSS_z            7017.563688526708     All      0.10155757777195211        0.009067181018274084       0.37052752590840293        -0.013592223356425674     
Zeropoint     AB|SDSS|SDSS_i            5902.485880401168     All      1.1182732644641376         0.16353056292164325        0.42735614542082084        -0.2919201659999485       
Check         All|All|All               All                   All      1.0005016930017434         0.9990220577980935         0.033714365138318825       0.001022551407263761      
Lambda        AB|SDSS|SDSS_g            3724.897856852836     All      -0.0016669448250923686     0.0006296309342056764      -0.0026931819877678825     0.000627885937125031      
Lambda        AB|SDSS|SDSS_r            4867.3279654547205    All      -0.00017131044350056536    -5.360225316194628e-05     -0.00039282110353633544    2.0811628388971047e-05    
Lambda        AB|SDSS|SDSS_z            7017.563688526708     All      -3.2901228995553e-05       -3.3282011939173127e-06    -0.00011797339805092339    4.368297155915042e-06     
Lambda        AB|SDSS|SDSS_i            5902.485880401168     All      -8.854466896527427e-05     -1.773970117531291e-05     -4.6983194457570516e-05    2.0966863240805927e-05    
MWEBV         All|All|All               All                   All      -0.5715476145847123        -2.9605103260966104        0.25432863878056133        -0.7668142306185541       
Redshift      All|All|All               All                   All      3.7126179000475963         -0.5641377256795366        5.333598452485953          -1.1550660057773803       
