#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          3493.6847290917535    All      -1.409225301721625        0.08151698583915845        -0.4874006353932536       0.46383335521560515        
Zeropoint     AB|DECam|DECam_i          4244.390576242674     All      0.38693956635114496       0.5059374300715902         0.09435631160359392       0.04297220795118489        
Zeropoint     AB|DECam|DECam_z          4973.80151408969      All      2.0110205777962964        0.4111061097360036         0.39730195656795253       -0.5034150162900597        
Check         All|All|All               All                   All      0.9887348424258162        0.9985605256467522         0.00425763277829283       0.0033905468767303493      
Lambda        AB|DECam|DECam_r          3493.6847290917535    All      -0.002008663875971437     -3.4395827734681786e-05    -0.003306496340378756     0.0004955303093175459      
Lambda        AB|DECam|DECam_i          4244.390576242674     All      -0.000168454907865302     -0.00010364611896113329    -0.0016636087898285802    -5.312886491933121e-05     
Lambda        AB|DECam|DECam_z          4973.80151408969      All      -6.442064487562711e-05    -2.511749878349213e-05     -0.0005310279108542439    -1.0895009021138904e-05    
MWEBV         All|All|All               All                   All      -0.21413249213212016      -1.6979693260180895        -0.006137602518840879     -0.4836083665899188        
Redshift      All|All|All               All                   All      6.809430016492529         0.8295914440873631         3.9507361832752164        -1.77152694309331          
