#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K2_I
@MAGSYS  Linear_AB11_off
51365.36  16.747  0.056
51366.32  16.559  0.069
51367.34  16.416  0.058
51368.34  16.187  0.024
51369.32  16.088  0.023
51370.21  16.02  0.027
51372.32  15.97  0.023
51373.31  15.949  0.031
51377.22  16.017  0.023
51378.27  16.062  0.026
51379.28  16.107  0.03
51380.3  16.134  0.033
51381.27  16.18  0.028
51382.24  16.201  0.024
51383.29  16.318  0.029
51385.26  16.366  0.034
51387.31  16.594  0.084
51389.29  16.631  0.039
51391.31  16.826  0.05
51393.21  16.976  0.08
51395.26  17.204  0.077
51400.2  17.237  0.244
51403.2  17.569  0.164
51408.17  17.841  0.113
51409.2  17.968  0.223
51410.19  17.966  0.199
