#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5136.216207440153    All      0.5822887117540614        0.09304376009584558        0.36322214517032214       -0.1431542403159224        
Zeropoint     AB|MEGACAMPSF|i           4459.163885827001    All      2.763871323212343         0.7873319693423753         -0.31008630865401454      -0.6576616215490451        
Zeropoint     AB|MEGACAMPSF|r           3646.873669328603    All      -2.3434672370705334       0.11998720795247664        -0.049386410611190756     0.8002242693059535         
Check         All|All|All               All                  All      1.0026927978958715        1.0003629373906975         0.0037494259051168433     -0.0005915925590139759     
Lambda        AB|MEGACAMPSF|z           5136.216207440153    All      7.886235042911902e-05     1.6899751458884527e-05     0.00010342961559771666    -1.5567668284477953e-05    
Lambda        AB|MEGACAMPSF|i           4459.163885827001    All      -0.0006621357770270715    -0.00023353565586267067    -0.002398530193560256     3.257377350053606e-05      
Lambda        AB|MEGACAMPSF|r           3646.873669328603    All      -0.003439258274676831     9.74334878262874e-05       -0.0015445198941456627    0.001083092031597773       
MWEBV         All|All|All               All                  All      -0.2629437764388549       -1.923766750182665         0.014769112873430634      -0.5403256043257818        
Redshift      All|All|All               All                  All      10.573728416044151        1.3141425043684762         0.6068023135125805        -2.9890729624509613        
