#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_z          5718.789807996225     All      1.3012340240418185         0.23417325567329783        0.7757662638695262        -0.3129579121232559       
Zeropoint     AB|DECam|DECam_i          4880.125895617743     All      0.960984141892341          0.35972987757091346        1.0112670776163402        -0.150720089474915        
Zeropoint     AB|DECam|DECam_r          4016.9774697450243    All      -1.0293538752737739        0.3277414146527491         -2.256381077263897        0.34135865874311694       
Zeropoint     AB|DECam|DECam_g          3022.3874636193086    All      -0.2456283266164847        0.07718313851157177        0.4741094465087081        0.12630764146571646       
Check         All|All|All               All                   All      0.9872359640439011         0.9988276864085321         0.00476171073067766       0.003988298610662494      
Lambda        AB|DECam|DECam_z          5718.789807996225     All      -0.00041127885873729774    -5.0384471971654925e-05    0.00015097193105464364    0.00012429235873619838    
Lambda        AB|DECam|DECam_i          4880.125895617743     All      -0.0001502463585518662     -7.467548139806144e-05     -0.0007287011808361304    -7.902666000242704e-06    
Lambda        AB|DECam|DECam_r          4016.9774697450243    All      -0.0006207976265228971     0.00010912938561519472     -0.0016309676050326348    0.00016497864828945308    
Lambda        AB|DECam|DECam_g          3022.3874636193086    All      -0.0007490839572715552     0.0002295164655907765      0.0012519743683823284     0.0003746322186744986     
MWEBV         All|All|All               All                   All      -0.3502628917611854        -2.0846325744201977        0.30610210602167176       -0.5512813335941509       
Redshift      All|All|All               All                   All      5.299706170462471          0.9260725180006091         4.355322972181619         -1.2302783079065085       
