#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4350.618946058485    All      -2.6895898469817894       0.8703251562984349         -0.6649116197313232       1.1299094825332354        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5209.870489596348    All      3.685691371570752         0.13142747628762663        0.6609796343741703        -1.128244197190184        
Check         All|All|All                            All                  All      0.9961015245889637        1.0017526325860615         -0.0039319853571528895    0.001665285343051437      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4350.618946058485    All      -0.0009364622426557549    0.00010308049074466085     -0.001318601467532876     0.0002797701408301015     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5209.870489596348    All      0.001654331263935464      -0.00013715421691912612    -0.0009389098977260155    -0.0006254449957143499    
MWEBV         All|All|All                            All                  All      -0.07549654914417525      -2.3278488633140526        0.004434868861813435      -0.7334673410865827       
Redshift      All|All|All                            All                  All      1.1315700162693694        -0.09960107266557827       -2.5211454659560095       -0.5135400709351534       
