#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4350.618946058485    All      -2.656299164563762        0.8996370124329189        -0.3451458150497802       1.142883127144906         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5209.870489596348    All      3.6523767816843637        0.10190797643723215       0.3403474150231403        -1.1413163548498246       
Check         All|All|All                            All                  All      0.9960776171206016        1.001544988870151         -0.004798400026639893     0.0015667722950813978     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4350.618946058485    All      -0.0009467578419513297    1.1714343666292994e-05    -0.001700184655120684     0.00023633449116159253    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5209.870489596348    All      0.0019796208924529675     -6.56274741950811e-05     -0.0003020922149885995    -0.0006796856677855007    
MWEBV         All|All|All                            All                  All      -0.07720936224739416      -2.3288295876174203       -0.0035603046309650977    -0.7335856635519442       
Redshift      All|All|All                            All                  All      0.7819610472023932        -0.1926039730015816       -2.516184850376906        -0.42973366277055736      
