#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5131.825520054481     All      0.8536114386597164        0.10734739087947531       -0.23755317774566262       -0.25368365900045503       
Zeropoint     AB|MEGACAMPSF|i           4458.9699371098195    All      2.269949408746874         0.7602068262286821        0.6171277154510455         -0.46423325260631887       
Zeropoint     AB|MEGACAMPSF|r           3639.0436412897593    All      -2.1189848179496877       0.1321317599797922        -0.3794495769138047        0.7163296370984654         
Check         All|All|All               All                   All      1.0045760294569026        0.9996859770879496        0.00012496079157814366     -0.0015872745083084228     
Lambda        AB|MEGACAMPSF|z           5131.825520054481     All      0.00036741419646020747    3.184057168406789e-05     -0.00032501580773888257    -0.00012381133238969594    
Lambda        AB|MEGACAMPSF|i           4458.9699371098195    All      -0.0004368478678249309    -0.0002911642364419494    -0.002942437729937853      -8.385353016889393e-05     
Lambda        AB|MEGACAMPSF|r           3639.0436412897593    All      -0.003954527343001245     0.0001336494625244019     -0.0017110607950061283     0.001255296897918504       
MWEBV         All|All|All               All                   All      -0.20923247676946533      -1.9018919185770145       -0.02607109134815929       -0.5525183001049665        
Redshift      All|All|All               All                   All      9.902459597608361         1.4672348926451306        6.9181235954289235         -2.438906114784843         
