#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          6049.867143885466     All      1.1893407548064676         0.044214102900674845       0.014661010051764123      -0.3723511705305216       
Zeropoint     AB|DECam|DECam_z          7089.55451195464      All      0.5380551681950791         -0.04069860088087296       0.24833317173993397       -0.17743717411973328      
Zeropoint     AB|DECam|DECam_r          4979.82644951055      All      0.03131231970072723        0.5792837617217828         0.10686513622244487       0.1832612266070132        
Zeropoint     AB|DECam|DECam_g          3746.8382995326815    All      -0.7644091917701061        0.4166340957841186         -0.36507613956970886      0.36841298255152266       
Check         All|All|All               All                   All      0.9942990509321681         0.9994333595257032         0.0047831784444341        0.0018858645082809877     
Lambda        AB|DECam|DECam_i          6049.867143885466     All      -0.000340783261372523      -5.747483923420027e-05     -0.0008966868692615597    5.2267857019377536e-05    
Lambda        AB|DECam|DECam_z          7089.55451195464      All      -0.000347376804642075      -1.4783468568811863e-05    -0.0007636790882786814    7.425710129611851e-05     
Lambda        AB|DECam|DECam_r          4979.82644951055      All      -0.00024062106420840956    -0.00010747848432553826    -0.0020301154534305404    -4.72258101749553e-05     
Lambda        AB|DECam|DECam_g          3746.8382995326815    All      -0.0012250819511483318     0.0005608368952371803      -0.0007336795646157652    0.0005489917739521669     
MWEBV         All|All|All               All                   All      -0.4623482412149027        -2.9047527350314795        0.026678947806724196      -0.7943809374485522       
Redshift      All|All|All               All                   All      7.607579693982388          0.14003788979017884        9.287177515515488         -2.01797996239954         
