#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4237.013264219008     All      -0.5002728417784764        0.4397193118069964         0.5041360921359557        0.3286836476247879        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7288.449336067076     All      1.1575256597113985         0.06741322372958436        3.720535407626771         -0.1890550765918393       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5183.5423125611005    All      -0.7413695172797554        1.2751659873007526         2.296227568431769         0.7593220460767623        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    5948.263500057288     All      1.0906668930600305         -0.7607450038459973        -6.341056139322691        -0.8860379765450282       
Check         All|All|All                                All                   All      1.006550193713197          1.021553518991336          0.1798429288718042        0.012912640564682776      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4237.013264219008     All      -0.00028558764395884373    -0.00011095761801990549    -0.0019307588954518523    -2.9278157243637e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7288.449336067076     All      -0.0004776526468877122     -5.8346670224445184e-05    -0.001752133684359814     5.8392072282075744e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5183.5423125611005    All      -0.000113656452926145      0.00027928840323829664     0.0008265942903907848     0.0001648821739244232     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    5948.263500057288     All      -0.0002785085215944901     9.413572204299436e-05      0.0008394831620042519     0.0001588447676977417     
MWEBV         All|All|All                                All                   All      -0.7226147065868793        -3.849509620346403         0.5235908508434185        -0.9951670902911972       
Redshift      All|All|All                                All                   All      8.75226751415298           2.2966956923450965         18.20130518072483         -1.2905514697226645       
