#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_z          6765.8329419602405    All      1.1079054683785743         -0.04370326728775353      2.965843203065386         -0.24276489148090225       
Zeropoint     AB|DECam|DECam_i          5773.619533859521     All      0.3967967919919716         0.1638189790131861        -3.750325573310278        -0.2432483441440696        
Zeropoint     AB|DECam|DECam_r          4752.438785896871     All      0.02308833596585469        0.5961510945150295        0.2687690075321817        0.19865932005898493        
Zeropoint     AB|DECam|DECam_g          3575.7510507084326    All      -0.5340779082741687        0.279920154103408         0.5133276084101567        0.2880534021921069         
Check         All|All|All               All                   All      0.9937126880622317         0.99618696034387          -0.002385754302553833     0.0006994866261200161      
Lambda        AB|DECam|DECam_z          6765.8329419602405    All      -0.0008948324145315598     3.068004372076352e-05     -0.002666844980264613     0.00018246081301500695     
Lambda        AB|DECam|DECam_i          5773.619533859521     All      -0.0001279833976202148     -8.172239406453892e-06    0.0007380914002008944     7.196406516002719e-05      
Lambda        AB|DECam|DECam_r          4752.438785896871     All      -0.00012583320008485529    -3.731964910267121e-05    -0.0008936678735934365    -1.1048517166161799e-05    
Lambda        AB|DECam|DECam_g          3575.7510507084326    All      -0.0008970195674447206     0.00044643222255936555    0.000876168600984147      0.00047670582682049327     
MWEBV         All|All|All               All                   All      -0.4645026279761546        -2.695320027746817        0.10425814445906761       -0.721998056670935         
Redshift      All|All|All               All                   All      6.296687915336283          0.32529559392528995       11.015721976132134        -1.453497853641984         
