#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_z          6765.8329419602405    All      1.3258880372387896         -0.08998972224567581       3.342583723801673         -0.3120338075972756       
Zeropoint     AB|DECam|DECam_i          5773.619533859521     All      0.2717173969241533         0.15088533722185105        -4.648061563846206        -0.24678061692157416      
Zeropoint     AB|DECam|DECam_r          4752.438785896871     All      -0.02956193710329469       0.60833142183494           0.9457937216252654        0.2499892829970346        
Zeropoint     AB|DECam|DECam_g          3575.7510507084326    All      -0.5799978381532743        0.33099247188630443        0.34700253228370226       0.3122246439617088        
Check         All|All|All               All                   All      0.9880456589063739         1.0002195086974197         -0.012681586135565581     0.0033995024398936202     
Lambda        AB|DECam|DECam_z          6765.8329419602405    All      -0.0010790864399648        6.68070001162904e-05       -0.0037589419201944927    0.00020551087850633382    
Lambda        AB|DECam|DECam_i          5773.619533859521     All      -2.3542845823984595e-05    -2.3983459696676044e-05    0.00047240311561716275    2.0937658946859886e-05    
Lambda        AB|DECam|DECam_r          4752.438785896871     All      -0.00013684553121422584    2.085811079497416e-05      -0.0008366644942689525    1.4032770779919705e-05    
Lambda        AB|DECam|DECam_g          3575.7510507084326    All      -0.0009963417466826107     0.0005322072965118348      0.0008496063212381895     0.0005358127391544227     
MWEBV         All|All|All               All                   All      -0.4408100427603556        -2.702180680176447         0.09773074758618883       -0.7322415390869003       
Redshift      All|All|All               All                   All      9.464930282641177          -0.30416595089146625       26.501022413391894        -1.9994971214651311       
