#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     VEGAHST|ACSWF|F775W       4169.7734564829025    All      -3.6987986747667123       0.7116818281057036         -0.3503514652493178       1.4210040234961758         
Zeropoint     VEGAHST|ACSWF|F850LP      4897.678923915043     All      4.699540447776853         0.2895255423259968         0.34660585517602704       -1.4210195124728797        
Check         All|All|All               All                   All      1.0007417730101404        1.0012073704317004         -0.0037456100732907727    -1.5488976703892376e-05    
Lambda        VEGAHST|ACSWF|F775W       4169.7734564829025    All      -0.002679828805985043     0.00041168734757397827     -0.001029781064739066     0.0009610541197686544      
Lambda        VEGAHST|ACSWF|F850LP      4897.678923915043     All      -6.369792323461781e-05    -0.00011110268005837898    -0.0028009962604666067    -0.00014043688746178705    
MWEBV         All|All|All               All                   All      0.12858360603751273       -1.717825769243575         0.010824575160553998      -0.6009532275192482        
Redshift      All|All|All               All                   All      10.797939942264067        -0.2900288861386713        9.414166898324506         -3.1916051997825017        
