#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     VEGAHST|ACSWF|F775W       4169.7734564829025    All      -3.7160903848845277        0.7130610583701014        -0.4130370551621576       1.4242883930610468        
Zeropoint     VEGAHST|ACSWF|F850LP      4897.678923915043     All      4.7162775241079595         0.28821992650058803       0.4084758678175149        -1.4241356363896978       
Check         All|All|All               All                   All      1.0001871392234316         1.0012809848706894        -0.004561187344642725     0.00015275667134906357    
Lambda        VEGAHST|ACSWF|F775W       4169.7734564829025    All      -0.002589921496958502      0.00039331745361158646    -0.0011823004474349878    0.0009189784329874577     
Lambda        VEGAHST|ACSWF|F850LP      4897.678923915043     All      -0.00027220671769533035    -0.0001345488516405398    -0.0026266615958763667    -7.237614742028393e-05    
MWEBV         All|All|All               All                   All      0.12914054965606958        -1.7177532179101007       0.009621593173592125      -0.6011646935835141       
Redshift      All|All|All               All                   All      11.203274545672084         -0.23928912151482962      8.92383791892477          -3.3289895349492573       
