#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_z            6737.495258186409     All      0.197341438315093          0.03836179272340701        0.5758267994072904        -0.026088395463481167      
Zeropoint     AB|SDSS|SDSS_g            3576.2385297344617    All      -1.1891895311667329        0.28802403273999744        -1.093420793537983        0.4323827085316048         
Zeropoint     AB|SDSS|SDSS_r            4673.07466562859      All      1.2065731012504486         0.5458943863125398         2.8947635338392197        -0.08602479179216144       
Zeropoint     AB|SDSS|SDSS_i            5666.919802342988     All      0.7828153163262057         0.12645516103848564        -2.3709219472821506       -0.31960145344149016       
Check         All|All|All               All                   All      0.9975403247250143         0.9987353728144299         0.006247592426376514      0.0006680678344720414      
Lambda        AB|SDSS|SDSS_z            6737.495258186409     All      -9.269691258844986e-05     -1.8087321197943054e-05    -0.0002751041198813746    1.2026165135751949e-05     
Lambda        AB|SDSS|SDSS_g            3576.2385297344617    All      -0.0019467059179030428     0.0003742016198073332      -0.0035096393343743548    0.0005993768563195731      
Lambda        AB|SDSS|SDSS_r            4673.07466562859      All      -0.00041522356913243654    -0.0001576558455125964     -0.002169862351189159     -1.2932709606864734e-05    
Lambda        AB|SDSS|SDSS_i            5666.919802342988     All      -0.00011405515892775173    -1.539713381553868e-05     0.0005648343284051231     5.7342126418148195e-05     
MWEBV         All|All|All               All                   All      -0.6368751945404503        -2.780293489267116         -0.06744053898687877      -0.7011914164716184        
Redshift      All|All|All               All                   All      8.03721408075962           0.35390897128291243        4.506153128579996         -2.301616329270765         
