#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           4636.996152527874    All      -0.34320348533266176       0.6575708925218748         0.7130835379815403        0.3578067825921849        
Zeropoint     AB|MEGACAMPSF|g           3634.169145619456    All      -0.927385712523805         0.3115152321425896         -0.6455667483956595       0.37474211730820495       
Zeropoint     AB|MEGACAMPSF|i           5669.850338163493    All      2.266939113098492          0.031263023457483996       -0.05829815708215946      -0.7308348329515518       
Check         All|All|All               All                  All      0.9963499152420257         1.0003491481219484         0.009218632503721347      0.0017140669488380222     
Lambda        AB|MEGACAMPSF|r           4636.996152527874    All      -0.00026047869499936895    -5.3926202303090165e-05    -0.0017297467264249982    -9.909709714640379e-06    
Lambda        AB|MEGACAMPSF|g           3634.169145619456    All      -0.001739175221853192      0.0005955654229969797      -0.0007211132733884293    0.0007283218652755559     
Lambda        AB|MEGACAMPSF|i           5669.850338163493    All      -0.00019978864321235147    1.4728370976828511e-05     -0.000983961432160519     2.5965569375631556e-05    
MWEBV         All|All|All               All                  All      -0.4415515476685479        -2.739254579615036         -0.053804641255916774     -0.7508385237128823       
Redshift      All|All|All               All                  All      5.530417179543128          -0.06537983514185441       9.81791688025596          -1.3846066456318944       
