#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           5325.753454632168     All      1.3502956058449724        0.1608613332729547         -0.025359331138385954     -0.3885695442794712       
Zeropoint     AB|MEGACAMPSF|i           4618.513802008659     All      1.517949610918667         0.48753772549439134        0.11220267477509704       -0.330631960579833        
Zeropoint     AB|MEGACAMPSF|r           3777.9934413554743    All      -1.8679808003186893       0.35054395925566695        -0.08533246398726435      0.7188385055400981        
Check         All|All|All               All                   All      1.0002644164449501        0.998943018023013          0.0015108796494467391     -0.0003629993192061365    
Lambda        AB|MEGACAMPSF|z           5325.753454632168     All      7.718283020780232e-05     -2.3846802366560842e-05    -0.0002620043644879004    -4.460072655022982e-05    
Lambda        AB|MEGACAMPSF|i           4618.513802008659     All      -0.0003620089770329368    -0.000174488773609186      -0.0009919727774555397    1.6814310394899618e-05    
Lambda        AB|MEGACAMPSF|r           3777.9934413554743    All      -0.002716694649673962     0.0003174653675642699      -0.001714569512167536     0.0009118123759189836     
MWEBV         All|All|All               All                   All      -0.11622942806382364      -2.0188373780477775        0.035939181560651345      -0.6181382026417409       
Redshift      All|All|All               All                   All      5.995296751356289         0.1520398307508941         -2.3596521129029213       -2.0086414527925394       
