#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_I
@MAGSYS  Linear_AB11_off
56590.16  16.544  0.076
56591.13  16.267  0.06
56592.13  16.033  0.044
56596.12  15.595  0.045
56597.11  15.595  0.05
56598.11  15.545  0.038
56599.11  15.522  0.04
56602.1  15.562  0.053
56603.1  15.564  0.114
56604.11  15.593  0.043
56605.11  15.635  0.039
56607.1  15.851  0.052
56609.09  15.811  0.065
56611.1  16.159  0.42
56613.1  16.117  0.062
56615.11  16.287  0.224
56619.11  16.182  0.195
56621.1  16.154  0.059
56625.1  16.014  0.055
56629.09  15.874  0.068
56641.1  16.472  0.135
56649.09  16.909  0.134
56656.1  17.168  0.15
