#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_g            3742.509667050721     All      -1.0879447144127088        0.41235404877020265        -0.6489032315856291       0.4597390946109708        
Zeropoint     AB|SDSS|SDSS_i            5930.393615060274     All      1.2909822143064864         0.15023843960788597        0.6665471949296897        -0.3418328368056134       
Zeropoint     AB|SDSS|SDSS_z            7050.7436586852255    All      0.37984298623280294        0.039929068568445025       0.681383154211368         -0.08031414512618909      
Zeropoint     AB|SDSS|SDSS_r            4890.341336449777     All      0.39496032563882094        0.3747248708156903         -0.8447477730860187       -0.0442885666892232       
Check         All|All|All               All                   All      0.9778408117654015         0.9772464277622239         -0.1457206555305901       -0.006696454010054885     
Lambda        AB|SDSS|SDSS_g            3742.509667050721     All      -0.0014732146159418945     0.00042815043693084375     -0.002493918740428932     0.0005080450115420113     
Lambda        AB|SDSS|SDSS_i            5930.393615060274     All      -0.0003374450492586975     -7.268412163816726e-05     -0.0006037844385164157    5.929721809243692e-05     
Lambda        AB|SDSS|SDSS_z            7050.7436586852255    All      -5.3881027667479156e-05    -1.0552669746451578e-05    -0.0001522546900252244    7.319044100186265e-06     
Lambda        AB|SDSS|SDSS_r            4890.341336449777     All      -0.0001438007889075898     -9.049107332829892e-05     -0.0014748550280942378    -4.845127793798687e-05    
MWEBV         All|All|All               All                   All      -0.5283401344755614        -3.0060096125941627        -0.1503442694171575       -0.8137676361657172       
Redshift      All|All|All               All                   All      5.48627087791597           0.7120591006316346         8.158737005809513         -1.1910308819180564       
