#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_i            5724.03080244266      All      1.291672145816577          0.22042637788040054        0.16392173857299272        -0.3416249152285591        
Zeropoint     AB|SDSS|SDSS_z            6805.3954766089       All      0.14447614894102           0.029560669570827258       0.23591960440499513        -0.026903743832804045      
Zeropoint     AB|SDSS|SDSS_r            4720.1697326143885    All      0.600630964067609          0.3857662294553421         -0.31661503579143513       -0.08411758779012818       
Zeropoint     AB|SDSS|SDSS_g            3612.279724272573     All      -1.0393989098281582        0.3632512479637029         -0.0779670446755449        0.45340999109814706        
Check         All|All|All               All                   All      0.9973803489970476         0.9990045248702728         0.00525926251100782        0.000763744246655762       
Lambda        AB|SDSS|SDSS_i            5724.03080244266      All      -0.00045949065995810277    -7.743871706250521e-05     -2.6101451480469763e-05    0.00012328209903673395     
Lambda        AB|SDSS|SDSS_z            6805.3954766089       All      -7.96416838822096e-05      -1.6759323638978305e-05    -0.00013642168320613388    1.4394980340062204e-05     
Lambda        AB|SDSS|SDSS_r            4720.1697326143885    All      -0.00014096274317519593    -7.937896923593131e-05     -0.0008079933036868716     -1.5997168946526646e-05    
Lambda        AB|SDSS|SDSS_g            3612.279724272573     All      -0.00207598440505355       0.0004344718441561124      -0.0023419185623165906     0.0007132291225316903      
MWEBV         All|All|All               All                   All      -0.5504785629415765        -2.8096032468695853        0.19854262621375532        -0.7270111870152196        
Redshift      All|All|All               All                   All      7.351248223989176          -0.18481329796387058       -2.4380294729279197        -2.5635412246723686        
