#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           3940.7199676393825    All      1.0602950914091736        0.7594824275638956         -0.5961095277644876       -0.12458621144918987       
Zeropoint     AB|MEGACAMPSF|r           3222.632282619865     All      -1.2917342234014386       -0.11578950822119793       0.11434097791106516       0.38814639386125627        
Zeropoint     AB|MEGACAMPSF|z           4539.4288368424795    All      1.2269225562101758        0.35453515353527365        0.4768274593247849        -0.26288665822391094       
Check         All|All|All               All                   All      0.9954834242179107        0.9982280728779713         -0.004941090528637504     0.0006735241881554721      
Lambda        AB|MEGACAMPSF|i           3940.7199676393825    All      0.0008621928708114324     0.0006508328682944037      -0.001260462367498462     -0.00012509555272453358    
Lambda        AB|MEGACAMPSF|r           3222.632282619865     All      -0.0027557355032970378    -0.00024518775052161204    0.00022528077732101795    0.0008278212440613697      
Lambda        AB|MEGACAMPSF|z           4539.4288368424795    All      9.050463332840923e-05     2.120318552294596e-05      -0.0002144626051609545    -3.2144242577366135e-05    
MWEBV         All|All|All               All                   All      -0.5559571429133687       -1.6284911900367405        0.06235423300040015       -0.3465770414339795        
Redshift      All|All|All               All                   All      5.859561097913157         0.9803726385078093         0.9020117223589235        -1.5490595613818159        
