#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5056.474238439774     All      1.4034942633695004        0.22191284715695758        -0.1686072484720717        -0.3924041072486048        
Zeropoint     AB|MEGACAMPSF|i           4392.169932232535     All      1.367927048867354         0.6494212986648762         0.534438471967356          -0.21019142656122153       
Zeropoint     AB|MEGACAMPSF|r           3585.5524786803066    All      -1.7733582934800975       0.12761770868685574        -0.3639614380807629        0.6029684967914948         
Check         All|All|All               All                   All      0.9980630187567568        0.9989518545086895         0.0018697854145214299      0.00037296298166844544     
Lambda        AB|MEGACAMPSF|z           5056.474238439774     All      0.000381310430452175      4.841299304749074e-05      -0.00012905322098858953    -0.00011419469989580488    
Lambda        AB|MEGACAMPSF|i           4392.169932232535     All      -0.0001861501836622511    -0.00022122920826035095    -0.002040238133297018      -0.00010247284979146299    
Lambda        AB|MEGACAMPSF|r           3585.5524786803066    All      -0.003474117388217182     0.00010598808533218698     -0.0026842897683698654     0.0010463706108412695      
MWEBV         All|All|All               All                   All      -0.20437060336463309      -1.8540223412816914        -0.005615727533204869      -0.5375964470974292        
Redshift      All|All|All               All                   All      9.695914164525437         1.2514648676647866         5.089567823675116          -2.523510913686371         
