#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          4530.573916178147    All      -0.41119552814941873       0.5500951113138086         -0.11954288792633337       0.3077893367483126        
Zeropoint     AB|DECam|DECam_i          5504.081428605738    All      0.7763754761789772         0.2631839247930756         -0.08691629990526388       -0.17104204705958398      
Zeropoint     AB|DECam|DECam_g          3408.819170730035    All      -0.3990972740325472        0.18992007694187407        -0.023628603692603497      0.19080789324707967       
Zeropoint     AB|DECam|DECam_z          6449.97392476232     All      1.0249141463533882         -0.0024100913400104673     0.23577254591417643        -0.3241118563202464       
Check         All|All|All               All                  All      0.9909968203503995         1.0007890217087478         0.005684754389975677       0.0034433266155619036     
Lambda        AB|DECam|DECam_r          4530.573916178147    All      -0.00015875414166169723    -0.00020628731047314815    -0.001488239572713046      -8.189641376975189e-05    
Lambda        AB|DECam|DECam_i          5504.081428605738    All      8.922892209211312e-05      -8.500565521042401e-06     -0.000687683451738352      -6.25218633554755e-05     
Lambda        AB|DECam|DECam_g          3408.819170730035    All      -0.0008043194121242899     0.0003094308735755804      -0.0004818988554263371     0.00034128017671220266    
Lambda        AB|DECam|DECam_z          6449.97392476232     All      -0.00024493519551458575    -1.7876704443498705e-05    -0.00037795087349289975    5.709420892591524e-05     
MWEBV         All|All|All               All                  All      -0.4242251207249681        -2.5047335229199774        0.03760850901576681        -0.6760117382605372       
Redshift      All|All|All               All                  All      3.7810615658705937         0.6154356320713816         -2.5348325822261404        -1.1442664487179783       
