#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          4530.573916178147    All      -0.3708511341258086        0.570234885873333          -0.09337344249860657       0.30237584963414743       
Zeropoint     AB|DECam|DECam_i          5504.081428605738    All      0.7420206336025557         0.26525817376459315        0.0003816952450524935      -0.1552801848825376       
Zeropoint     AB|DECam|DECam_g          3408.819170730035    All      -0.3394740744415613        0.16046686277668698        -0.007300128463660904      0.16252143961522045       
Zeropoint     AB|DECam|DECam_z          6449.97392476232     All      0.9601135333862127         0.005760081144146056       0.11897885557818899        -0.30555483681689083      
Check         All|All|All               All                  All      0.9918089584213984         1.0017200035587592         0.018686979860974007       0.004062267549939491      
Lambda        AB|DECam|DECam_r          4530.573916178147    All      -0.0001868096130657295     -0.00014572482867144937    -0.0011511910948484084     -3.798970540715044e-05    
Lambda        AB|DECam|DECam_i          5504.081428605738    All      0.0001309729384891697      -6.279784015937461e-06     -0.0006109106787272451     -7.1969864980697e-05      
Lambda        AB|DECam|DECam_g          3408.819170730035    All      -0.0008061406811852241     0.00024263924919955645     -0.0011071628610595772     0.00029221453368717215    
Lambda        AB|DECam|DECam_z          6449.97392476232     All      -0.00023637434413882147    -2.773732867359646e-05     -0.00047393322102527773    4.681047693314721e-05     
MWEBV         All|All|All               All                  All      -0.43500381596343374       -2.482568922995654         0.1486012616917609         -0.660327926443143        
Redshift      All|All|All               All                  All      3.992061697021123          0.7640208213910427         -0.14491076964741612       -1.0579458146813605       
