#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6252.198974896889     All      0.32419788025216995        -0.01822072228723215       0.0006622572326420162      -0.11150745058584044       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4319.260388346867     All      -0.306781048377731         0.18070623140653552        -0.14133056638456765       0.15248371081093837        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7467.636963593626     All      0.14710639375443754        -0.0209181391150004        0.03481897019074198        -0.05317730747664701       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6107.731479355752     All      0.4506288433376124         -0.023268946862220474      -0.0016403539484399765     -0.15443730250513654       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5276.32411801457      All      0.211098568438462          0.12553915513739966        0.01628448558346207        -0.02714281393359219       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4373.206197978884     All      -0.21402530268532916       0.15614327216697532        0.008583634709535826       0.12095913120765828        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7493.717200501927     All      0.1458639725845785         -0.017838293394945026      0.06570962578332784        -0.050390894868797276      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4316.201344335513     All      -0.20329556751281702       0.14126722256593283        0.010873325043758708       0.11272066306506345        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7746.616595735008     All      0.09645394868217466        -0.01600963232588626       0.009929983366607775       -0.03618995872535363       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6150.846806937398     All      0.38461844822006397        -0.012044796118804157      0.07479704612801674        -0.12586841987600322       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5337.820606784848     All      0.19499386296334453        0.09323481107941234        0.031530340974572635       -0.03173921666788787       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3529.8038330100053    All      -0.1260009120977994        0.05429278678290572        -0.027959517767073283      0.05747988434743195        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4718.387353841502     All      -0.2567057852542519        0.25773618336843995        -0.08872650999122156       0.163611217183679          
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5288.988509333642     All      0.15589126253338237        0.09104475137045043        -0.004629856995197468      -0.02132925132614788       
Check         All|All|All                                All                   All      1.0040445648382974         0.9916638837739633         -0.011097136073834335      -0.0045280093506350205     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6252.198974896889     All      -9.573980222415794e-05     -7.638280313594004e-06     -0.00010606081713985183    2.3964556991011147e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4319.260388346867     All      -0.00014062339639425963    3.324761173891493e-05      -0.0002843677434444504     4.394548119911559e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7467.636963593626     All      -3.7562154589841786e-05    -3.7193227089509854e-06    -9.71429749240951e-05      6.688678930387548e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6107.731479355752     All      -0.00011854444916339174    -2.4697282368893022e-05    -0.00036810954458922716    1.4142071396017783e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5276.32411801457      All      9.946406991311044e-06      4.3198254727411263e-07     -0.0004550342750043678     -2.3405250853301405e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4373.206197978884     All      -5.3813761752111674e-05    1.1319783486466403e-05     -0.0001361408191008529     1.5140799029889651e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7493.717200501927     All      -4.34163310145268e-05      2.762278922555022e-06      -4.76208559002499e-05      1.2916792403500842e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4316.201344335513     All      -5.995393054454359e-05     1.840242424096047e-05      -0.00012711104010272936    1.9850860681247604e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7746.616595735008     All      -1.6512262692951132e-05    3.6899962260298574e-06     9.45983620899221e-06       7.002689407040039e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6150.846806937398     All      -0.0001134902001848593     1.0369025723601004e-06     -0.0001038975645304407     3.26687740770518e-05       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5337.820606784848     All      -1.3735659457377187e-05    1.0783828909870639e-05     -0.00019511250531416798    -7.201709644277486e-07     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3529.8038330100053    All      -0.00019003317694004713    5.200454396713358e-05      -0.0001320316513093155     7.294768230547378e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4718.387353841502     All      -0.00010200988972517756    -6.00418918257864e-05      -0.0005851436206004725     -1.2441914698004426e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5288.988509333642     All      6.380081622525617e-05      -5.583082226429079e-06     -0.000253714312574207      -3.392272289066828e-05     
MWEBV         All|All|All                                All                   All      -0.958794319160774         -3.9653454415319977        0.011691752199072258       -0.9788108639478668        
Redshift      All|All|All                                All                   All      5.736073976410766          1.0160553228394598         5.677408765819669          -1.284108681646258         
