#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_B
@MAGSYS  Linear_AB11_off
54544.46  16.721  0.076
54549.45  16.049  0.016
54551.34  15.932  0.015
54553.33  15.825  0.016
54556.39  15.828  0.017
54558.4  15.964  0.027
54560.39  16.052  0.018
54564.36  16.314  0.029
54566.39  16.454  0.025
54568.34  16.618  0.022
54570.29  16.791  0.078
54575.31  17.276  0.105
54578.34  17.481  0.065
54581.29  17.791  0.052
54584.31  18.115  0.09
54587.31  18.358  0.041
54590.29  18.595  0.056
54593.3  18.677  0.06
54596.24  18.794  0.111
54599.26  19.024  0.169
