#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6432.509451267751    All      3.443568401104182         -1.2082836379615713       3.0701616721415803        -1.3782540358248718       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5371.610972915758    All      -2.4397632891843104       2.2135090516732348        -3.02315664518209         1.3808142933119216        
Check         All|All|All                            All                  All      1.0038051119198705        1.0052254137116634        0.04700502695949016       0.0025602574870497996     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6432.509451267751    All      -0.0011840099025641094    0.00028103417804727326    -0.0034140467405053246    0.00032485982969451246    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5371.610972915758    All      -0.0004617718311209143    0.0005518955541908741     0.0003462789207668666     0.0003456376538947391     
MWEBV         All|All|All                            All                  All      -0.5571842127311086       -3.1020066012786174       -0.020788786079517507     -0.8298600821629976       
Redshift      All|All|All                            All                  All      7.860017267984925         -2.3169678876595157       2.9766529323862256        -3.182144528960107        
