#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I             8127.394099747545     All      0.03424887052694019        -0.026503645891295946      -0.07652392717829476       -0.0232040047041246        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7795.901069914056     All      0.12902466559971826        -2.146962998494928e-05     0.15313442769154745        -0.035200885549173035      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4368.253702646613     All      -0.0662131357021091        0.032303796438082344       -0.07027697202547133       0.0289540674178182         
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R             6289.660569959708     All      0.11295434062471077        -0.19630268806878348       -0.9553013044227645        -0.14336589817570458       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4401.028817735567     All      -0.36095743876776437       0.2253665563747731         -0.21068267895814574       0.1815832143730526         
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6293.194709250704     All      0.10932052878830523        -0.11415610052072367       -0.5153053511776442        -0.09578940143985867       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4333.309220561066     All      -0.5650438011794618        0.45498966284540643        0.15173525477916164        0.33902970486306633        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8127.389103902434     All      0.052156518241659226       -0.02509378072499402       -0.04447873901271143       -0.02714784567146408       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_B             4275.625758521996     All      -0.06849189768436534       0.04104657369712328        -0.038872915229765735      0.03394556416775593        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6291.975867832345     All      0.4655635668462458         0.061233616679601255       0.5616976639906405         -0.106637579869683         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5364.534384413965     All      0.2281981725259944         0.330457995957012          0.6158524587424549         0.06079205546538563        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5319.543839191666     All      -0.020716777397378587      -0.023451140095964718      -0.3453549284022233        -0.016302276185567014      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V             5277.4515778695095    All      -0.02714940715604818       -0.02076920204698851       -0.3390552007587339        -0.01305223367911625       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5322.6373951924115    All      0.08220011852289286        0.23569088223123202        0.23505893427701613        0.06048659208608808        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6195.499058775821     All      0.6885469016448872         0.046926836600302835       0.731173283281379          -0.1763678583827477        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7542.960344430203     All      0.2026932294322072         -0.02447062550690049       0.15150837481210222        -0.0672336181074429        
Check         All|All|All                                All                   All      0.9963344548664336         0.9972472683378975         0.0043083804085465305      0.0004895966082849451      
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I             8127.394099747545     All      9.846702265185204e-07      -7.555895327766966e-07     -2.1624885111869215e-06    -6.633617867517347e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7795.901069914056     All      -2.1633995148231236e-05    3.563800733839527e-07      -2.36434602784398e-05      6.1078896297944415e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4368.253702646613     All      -6.609886897517833e-05     3.206947046027003e-05      -7.155060996982853e-05     2.8783682693674875e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R             6289.660569959708     All      -1.769150729044865e-06     3.0355578495750783e-06     1.4657087392029808e-05     2.219130147012387e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4401.028817735567     All      -0.0002216843643643209     8.740463901694195e-05      -0.00028570316052846845    8.793083726021586e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6293.194709250704     All      -8.78920653091062e-07      6.233031933038182e-07      2.506876325077899e-06      6.01194105189105e-07       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4333.309220561066     All      -0.00037381116087081595    0.00016456282332810062     -0.00039906037154305247    0.00015755788706759558     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8127.389103902434     All      1.101259556194308e-06      -6.194319070809615e-07     -1.354689193460722e-06     -6.209393754981722e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_B             4275.625758521996     All      -7.031555409030376e-05     4.2113571747618774e-05     -4.0689970515700516e-05    3.480605859194514e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6291.975867832345     All      -8.127111089720619e-05     -1.2395158104058067e-05    -0.00012465795566675035    1.6872251748144406e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5364.534384413965     All      4.377276358598254e-05      1.1864984890992106e-05     -0.0003506542407341114     -2.604150152298492e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5319.543839191666     All      -2.2100749683377004e-05    -2.7544728659659966e-05    -0.00039281742644662877    -1.9302920651293526e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V             5277.4515778695095    All      -2.9848246304549764e-05    -2.542745611104833e-05     -0.0003956604538577389     -1.621651204723414e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5322.6373951924115    All      5.504882510926068e-05      6.756596650061746e-05      0.00010674572857376429     8.84081635373371e-06       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6195.499058775821     All      -0.00015844577944976618    -2.5038954339281787e-05    -0.00029654448982400827    3.0221573291399105e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7542.960344430203     All      -5.916446010941638e-05     -1.6835015232639788e-06    -9.230258768128441e-05     1.4604398721112844e-05     
MWEBV         All|All|All                                All                   All      -0.8503190854543221        -4.0502570087147305        0.029853645378632394       -1.0409928253562006        
Redshift      All|All|All                                All                   All      6.506324310767714          -0.18776714701562724       2.901002346642955          -2.0510274059587155        
