#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4333.309220561066     All      -0.0005817774132717856     0.00030031467579759506     -0.0005321831520451501     0.0002635775235306825      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8127.389103902434     All      3.0029542675289883e-06     -2.1705584447135063e-06    -4.366252320277808e-06     -1.8800290814724933e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_B             4275.625758521996     All      -5.374528658722229e-05     2.8019710705211313e-05     -4.2419289445848123e-05    2.474057154343727e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6291.975867832345     All      6.180923674384612e-06      -1.1030345056234502e-05    -9.045921328674081e-06     -6.009954381969858e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5364.534384413965     All      0.00010730886865553263     7.545962924736809e-05      -0.00036624828544816126    -2.6718323946111612e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5319.543839191666     All      -9.941280518232468e-06     -4.811432056405677e-05     -0.0003351803213828586     -2.739177331442213e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V             5277.4515778695095    All      -2.1050578028939786e-05    -2.902366653363271e-05     -0.00027499476865907295    -1.4868850752764146e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5322.6373951924115    All      7.952710399223888e-05      8.54764565297429e-05       6.790821340621894e-05      4.968331522526388e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6195.499058775821     All      -9.452196074351243e-05     3.0111491477147334e-05     2.1396932136793618e-05     4.1552062515765633e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7542.960344430203     All      -4.6118616606665156e-05    6.7965620475639125e-06     -2.9589543828844554e-05    1.5915769104129436e-05     
MWEBV         All|All|All                                All                   All      -0.83700339001805          -4.05970110696261          0.017485112687021243       -1.0489583897415107        
Redshift      All|All|All                                All                   All      6.654369890765906          -0.5018972720726822        4.472053175335811          -2.1314644553151734        
