#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_V
@MAGSYS  Linear_AB11_off
54802.32  17.983  0.028
54804.23  17.364  0.035
54806.25  16.873  0.024
54824.08  16.782  0.114
54827.17  17.04  0.032
54831.19  17.381  0.025
54833.22  17.594  0.03
54835.21  17.738  0.046
54837.25  17.753  0.401
54862.12  18.895  0.095
54865.12  18.726  0.296
54870.13  19.404  0.368
54873.12  19.191  0.16
54887.13  19.646  0.233
54890.14  19.213  0.522
54898.15  19.824  0.483
54901.14  19.449  0.443
