#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5011.13991120624      All      1.4718557126540643        0.2491980917987746         0.19751418578551894       -0.3894456603917504        
Zeropoint     AB|MEGACAMPSF|r           3556.7508746304648    All      -1.3433633205355158       0.11520675589196117        -0.04517267626513166      0.47308841035151594        
Zeropoint     AB|MEGACAMPSF|i           4348.789922238517     All      0.8703334324943287        0.6338561353446792         -0.15331708742162276      -0.08387027300534589       
Check         All|All|All               All                   All      0.9988258246128774        0.998260983035415          -0.0009755779012354804    -0.00022752304558032455    
Lambda        AB|MEGACAMPSF|z           5011.13991120624      All      0.00043448219016037717    4.650892203553025e-05      -9.250567428716476e-05    -0.00013050376074989854    
Lambda        AB|MEGACAMPSF|r           3556.7508746304648    All      -0.002405497885331637     0.00011834185901907752     -0.002206634936857653     0.0007236256540720572      
Lambda        AB|MEGACAMPSF|i           4348.789922238517     All      -0.0005643316799872571    -0.00013082536341544695    -0.002312017391834577     3.803255175585445e-05      
MWEBV         All|All|All               All                   All      -0.2149100435673701       -1.8326905194452792        0.04657727246633048       -0.5248857946417009        
Redshift      All|All|All               All                   All      8.87639305163739          0.941743451616972          1.8338828261134088        -2.5027386491344887        
