#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_g            3687.1615656604413    All      -1.205342750030988         0.3943786252387227         -0.6243950428123324        0.49321799817733586        
Zeropoint     AB|SDSS|SDSS_i            5842.688824347124     All      0.9513677167432986         0.1152648470563733         -0.9230678785873082        -0.31353849154833435       
Zeropoint     AB|SDSS|SDSS_z            6946.469973480474     All      0.14545474671547548        0.022629276138808052       0.31668507980053123        -0.025876095975242555      
Zeropoint     AB|SDSS|SDSS_r            4818.017913879649     All      1.107838744617155          0.4665517731440971         1.2339006035605056         -0.1538249474870582        
Check         All|All|All               All                   All      0.9993184580449411         0.9988245215780012         0.00312276196139627        -2.1536833299223845e-05    
Lambda        AB|SDSS|SDSS_g            3687.1615656604413    All      -0.0020325867712960716     0.0005215656485857942      -0.0029681223444491915     0.0006995178041343083      
Lambda        AB|SDSS|SDSS_i            5842.688824347124     All      -0.00013510479067062542    -1.4274638355336956e-05    0.00022820820461811044     4.954223985275883e-05      
Lambda        AB|SDSS|SDSS_z            6946.469973480474     All      -6.919972783936983e-05     -1.0744421366426979e-05    -0.00014825306556612533    1.2424963026183609e-05     
Lambda        AB|SDSS|SDSS_r            4818.017913879649     All      -0.00012178714079574433    -4.332357191242141e-05     -0.0008035012052800493     -1.0298402684053366e-05    
MWEBV         All|All|All               All                   All      -0.5682091854417619        -2.9114402545458162        0.14515775332090444        -0.7567897253742966        
Redshift      All|All|All               All                   All      4.606937141537218          -0.722026011555954         2.420006817246505          -1.6278248270783064        
