#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3514.191275090379     All      -0.2057467634027735        0.09306636799335521        0.003910556894182182       0.09750777774939143       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7462.122820993315     All      0.21200950609899363        -0.025748786520995992      0.07654951027687429        -0.07402964485734784      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6080.716575414858     All      0.6153882225169689         -0.020655381198775302      0.08512234635533744        -0.20338170757819643      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4300.156011397537     All      -0.3158252937958616        0.20305394132478227        -0.08865464544052237       0.16505978784862943       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4286.8693654271265    All      -0.30325344693136613       0.2072984731098515         0.007146744699026986       0.16662248340878968       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7434.60710694082      All      0.231976032959984          -0.023132498483047215      0.1351208056738773         -0.07706742054257656      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4697.517611687513     All      -0.29596218263414353       0.329319894126634          0.02974947611915635        0.2050025260550821        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5307.042941502129     All      0.26471287855767756        0.12269941250799832        -0.09767778247110614       -0.05061736881049536      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5252.98658431798      All      0.23521337617937352        0.14006608200789472        -0.12621602373950047       -0.03662504541491543      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6129.102209594872     All      0.5552095084790822         -0.028589738954387656      -0.02538259442214086       -0.19129532992485446      
Check         All|All|All                                All                   All      0.9937218380279349         0.9973777659133098         -0.00033160605481530325    0.0011760579335065857     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3514.191275090379     All      -0.00028670372204550804    0.00010471723431665995     -0.00014853038104707363    0.00012087045412336123    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7462.122820993315     All      -5.886439326545496e-05     1.2668757658242155e-06     -8.30558800115421e-05      1.5880330120422772e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6080.716575414858     All      -7.845030145778634e-05     -8.425432762328672e-06     -0.00017389398784272502    1.5049313472639855e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4300.156011397537     All      -0.00016366659199123685    4.6916431014394995e-05     -0.0004004359224083603     5.07242024871943e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4286.8693654271265    All      -0.00014772632065368206    4.4072813212648555e-05     -0.0003676693035883511     4.6067895529226876e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7434.60710694082      All      -3.138732338611273e-05     2.3391741953156456e-06     -2.9818233598619816e-05    9.65517901577116e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4697.517611687513     All      -5.7351914338751576e-05    -7.041675475645152e-05     -0.0007025847707687562     -3.560877980880116e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5307.042941502129     All      6.412071887187417e-05      2.087576297087905e-06      -0.00045312896449346845    -4.042729990566497e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5252.98658431798      All      5.326687018905059e-05      2.122305271269323e-05      -0.0004571267183748662     -3.083719149632379e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6129.102209594872     All      -9.55287238700404e-05      -1.3697304088600005e-05    -0.0001826781930475685     1.850309685144088e-05     
MWEBV         All|All|All                                All                   All      -0.9612429554404778        -3.937102368406631         0.05052539822587576        -0.9670805972016965       
Redshift      All|All|All                                All                   All      4.9968282488094715         0.8103348537897404         5.3314091731647695         -1.1257623251779016       
